date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/mï¿?,PAR (ï¿½mol/mï¿?s),max. PAR (ï¿½mol/mï¿?s),Tlog (degC),quality
2020/1/14 10:10,986.89,6.58,280.79,0.8,66.46,9.74,6.47,3.27,4.09,6.56,1225.95,2.25,3.57,184.2,0,0,85.11,177.22,199.03,15.6,428.3
2020/1/14 10:20,986.93,6.78,280.99,0.79,65.5,9.87,6.47,3.41,4.09,6.55,1225.13,3.19,5.05,193.6,0,0,103.82,212.55,293.05,15.79,427.7
2020/1/14 10:30,986.88,7.08,281.3,0.82,64.29,10.08,6.48,3.6,4.1,6.57,1223.72,3.87,4.81,198,0,0,108.05,223.55,285.52,15.99,427.1
2020/1/14 10:40,986.68,7.16,281.4,0.77,63.72,10.14,6.46,3.68,4.08,6.55,1223.14,3.27,4.23,184.9,0,0,116.7,246.52,327.41,16.19,427.3
2020/1/14 10:50,986.8,7.32,281.55,0.64,62.44,10.25,6.4,3.85,4.04,6.49,1222.62,3.14,4.69,162.5,0,0,162.17,329.34,430.5,16.37,426.9
2020/1/14 11:00,986.95,7.24,281.46,0.55,62.37,10.19,6.36,3.84,4.02,6.44,1223.17,3.86,5.29,158.7,0,0,113.28,236.49,296.91,16.55,427.9
2020/1/14 11:10,986.94,7.08,281.3,0.55,63.03,10.08,6.36,3.73,4.02,6.44,1223.86,3.54,5.41,165.2,0,0,148.69,304.63,359.27,16.73,429.2
2020/1/14 11:20,986.76,7.01,281.24,0.54,63.29,10.03,6.35,3.68,4.01,6.44,1223.94,3.62,5.65,165.1,0,0,141.05,290.93,332.43,16.88,429.1
2020/1/14 11:30,986.67,7.04,281.28,0.5,63,10.06,6.33,3.72,4,6.42,1223.71,4.14,5.71,169.4,0,0,149.7,306.18,360.23,17.02,428.3
2020/1/14 11:40,986.63,7.18,281.42,0.57,62.73,10.15,6.37,3.78,4.02,6.45,1223.03,3.19,4.69,171.9,0,0,133.4,274.71,284.56,17.12,428.1
2020/1/14 11:50,986.66,7.38,281.62,0.66,62.25,10.29,6.41,3.89,4.05,6.49,1222.18,2.33,3.53,160.6,0,0,148.49,309.27,372.59,17.22,427.8
2020/1/14 12:00,986.63,7.63,281.87,0.78,61.76,10.47,6.47,4,4.09,6.55,1221.02,1.76,3.16,157.5,0,0,206.44,424.13,500.39,17.32,428.6
2020/1/14 12:10,986.43,7.99,282.25,0.98,61.1,10.73,6.56,4.17,4.14,6.65,1219.17,3.4,5.33,169.5,0,0,200.4,413.71,518.73,17.46,426.6
2020/1/14 12:20,986.4,8.69,282.96,1.38,59.98,11.25,6.75,4.5,4.27,6.84,1216.02,4.13,7.69,191,0,0,293.76,590.15,632.62,17.64,424.3
2020/1/14 12:30,986.61,9.84,284.09,1.9,57.6,12.16,7.01,5.16,4.43,7.1,1211.21,5.57,7.25,201.2,0,0,268.61,539.77,637.64,17.84,421
2020/1/14 12:40,986.59,10.34,284.6,2.33,57.48,12.58,7.23,5.35,4.57,7.33,1208.95,5.76,9.65,206,0,0,192.15,392.86,434.17,18.06,420
2020/1/14 12:50,986.42,10.49,284.76,2.81,58.88,12.7,7.48,5.22,4.73,7.58,1207.98,6.56,9.69,209.6,0,0,147.69,304.83,324.9,18.3,419
2020/1/14 13:00,986.26,10.71,285,3.16,59.46,12.89,7.67,5.23,4.85,7.77,1206.77,5.86,9.49,212.1,0,0,142.86,295.75,301.93,18.51,418.4
2020/1/14 13:10,986.21,10.81,285.1,3.14,59.01,12.98,7.66,5.32,4.84,7.77,1206.28,5.34,11.26,204.4,0,0,136.62,283.98,293.05,18.68,418.4
2020/1/14 13:20,986.16,10.69,284.98,2.87,58.33,12.87,7.51,5.36,4.75,7.62,1206.8,7.28,12.66,207.8,0,0,132.39,274.52,280.69,18.82,418.8
2020/1/14 13:30,986.16,10.49,284.78,2.68,58.34,12.7,7.41,5.29,4.69,7.52,1207.7,7.13,9.59,212,0,0,124.14,257.34,265.44,18.94,418.9
2020/1/14 13:40,986.2,10.58,284.87,2.73,58.19,12.78,7.44,5.34,4.7,7.54,1207.35,5.92,8.25,209,0,0,124.55,258.3,271.43,19.01,418.7
2020/1/14 13:50,986.25,10.72,285.01,2.79,57.88,12.9,7.47,5.43,4.72,7.57,1206.8,5.6,8.37,206.7,0,0,127.57,264.09,273.94,19.04,418.7
2020/1/14 14:00,986.3,10.74,285.02,2.77,57.74,12.92,7.46,5.46,4.72,7.56,1206.78,4.46,9.53,202.3,0,0,118.71,246.33,251.16,19.08,419.3
2020/1/14 14:10,986.29,10.47,284.75,2.7,58.49,12.69,7.42,5.27,4.69,7.52,1207.94,3.72,8.33,191.3,0,0,114.49,237.84,247.3,19.12,420.8
2020/1/14 14:20,986.29,10.15,284.43,2.64,59.48,12.42,7.39,5.03,4.67,7.49,1209.32,3.87,6.33,175.9,0,0,107.85,224.13,226.06,19.19,421
2020/1/14 14:30,986.31,10.01,284.29,2.57,59.77,12.3,7.35,4.95,4.65,7.46,1209.96,4.3,6.97,189,0,0,100.8,208.69,220.66,19.28,421
2020/1/14 14:40,986.41,9.95,284.22,2.4,59.26,12.25,7.26,4.99,4.59,7.36,1210.38,4.32,7.33,196,0,0,87.93,182.43,198.07,19.36,421.3
2020/1/14 14:50,986.55,9.93,284.19,2.13,58.24,12.24,7.13,5.11,4.51,7.22,1210.7,4.21,6.93,198.9,0,0,71.23,148.46,160.81,19.41,421.7
2020/1/14 15:00,986.66,9.76,284.01,1.86,57.78,12.1,6.99,5.11,4.42,7.08,1211.63,4.3,5.99,200.8,0,0,63.18,132.05,140.15,19.42,422.5
2020/1/14 15:10,986.71,9.49,283.73,1.68,58.07,11.88,6.9,4.98,4.36,6.99,1212.89,4.63,7.65,196.5,0,0,49.5,104.05,118.92,19.41,423.5
2020/1/14 15:20,986.77,9.13,283.37,1.52,58.81,11.59,6.82,4.78,4.31,6.91,1214.55,4.62,6.57,194.6,0,0,35.41,75.29,88.61,19.38,425
2020/1/14 15:30,986.72,8.75,282.99,1.16,58.78,11.3,6.64,4.66,4.2,6.73,1216.2,5.56,8.09,193.3,0,0,28.97,61.78,67.37,19.31,425.3
2020/1/14 15:40,986.81,8.58,282.81,1.05,59,11.17,6.59,4.58,4.16,6.68,1217.07,4.54,7.77,189.6,0,0,26.56,56.76,57.92,19.21,425.7
2020/1/14 15:50,986.9,8.54,282.76,1.01,58.98,11.14,6.57,4.57,4.15,6.66,1217.37,3.89,5.29,194.2,0,0,21.93,47.1,52.7,19.07,426.2
2020/1/14 16:00,986.79,8.54,282.77,0.91,58.57,11.14,6.52,4.62,4.12,6.61,1217.25,5,7.31,202.1,0,0,14.29,32.05,38.8,18.92,426.4
2020/1/14 16:10,986.76,8.5,282.74,0.87,58.55,11.11,6.5,4.61,4.11,6.59,1217.4,5.82,7.93,200,0,0,7.65,18.53,24.71,18.77,426.6
2020/1/14 16:20,986.95,8.47,282.69,0.86,58.62,11.09,6.5,4.59,4.11,6.59,1217.76,4.58,6.53,192.3,0,0,3.62,10.23,13.32,18.62,427.1
2020/1/14 16:30,986.94,8.47,282.69,0.83,58.51,11.09,6.49,4.6,4.1,6.57,1217.76,3.68,6.09,188.7,0,0,1.21,4.44,6.95,18.46,427.4
2020/1/14 16:40,986.92,8.53,282.75,0.81,58.2,11.13,6.48,4.65,4.09,6.57,1217.48,4.04,6.65,199,0,0,0,2.12,2.9,18.33,427.3
2020/1/14 16:50,986.92,8.74,282.96,0.8,57.31,11.29,6.47,4.82,4.09,6.56,1216.57,5.06,7.33,204.7,0,0,0,0,1.35,18.23,426.6
2020/1/14 17:00,986.91,8.78,283,0.77,57.06,11.32,6.46,4.86,4.08,6.55,1216.39,4.96,8.81,204.2,0,0,0,0,0,18.15,426.7
2020/1/14 17:10,986.97,8.83,283.05,0.73,56.69,11.36,6.44,4.92,4.07,6.53,1216.26,6.26,9.71,208.5,0,0,0,0,0,18.08,426.2
2020/1/14 17:20,987.07,8.86,283.07,0.74,56.6,11.38,6.44,4.94,4.07,6.53,1216.25,5.87,8.89,208.9,0,0,0,0,0,18,426.7
2020/1/14 17:30,987.17,8.87,283.07,0.72,56.49,11.39,6.44,4.96,4.06,6.52,1216.34,5.55,8.05,203.7,0,0,0,0,0,17.91,426.8
2020/1/14 17:40,987.29,8.83,283.02,0.73,56.71,11.36,6.44,4.92,4.07,6.53,1216.66,5.15,8.77,215.8,0,0,0,0,0,17.82,427.3
2020/1/14 17:50,987.37,8.81,283,0.74,56.81,11.35,6.45,4.9,4.07,6.53,1216.84,4.01,5.77,205.9,0,0,0,0,0,17.74,427.4
2020/1/14 18:00,987.43,8.85,283.03,0.75,56.7,11.38,6.45,4.93,4.07,6.53,1216.74,4.02,7.37,196.8,0,0,0,0,0,17.7,427.1
2020/1/14 18:10,987.37,8.92,283.11,0.82,56.72,11.43,6.48,4.95,4.09,6.57,1216.35,4.13,6.01,199.2,0,0,0,0,0,17.67,426.9
2020/1/14 18:20,987.43,8.9,283.08,0.89,57.06,11.42,6.51,4.9,4.11,6.6,1216.49,3.64,5.97,199.5,0,0,0,0,0,17.67,427.1
2020/1/14 18:30,987.46,8.87,283.05,0.9,57.25,11.39,6.52,4.87,4.12,6.6,1216.66,4.31,6.85,198.7,0,0,0,0,0,17.69,427.8
2020/1/14 18:40,987.46,8.94,283.12,0.89,56.93,11.45,6.52,4.93,4.11,6.6,1216.36,5.37,8.67,196.7,0,0,0,0,0,17.71,426.8
2020/1/14 18:50,987.48,8.94,283.12,0.89,56.94,11.45,6.52,4.93,4.12,6.6,1216.38,4.05,5.01,194.7,0,0,0,0,0,17.73,427.2
2020/1/14 19:00,987.47,8.96,283.14,0.94,57.06,11.46,6.54,4.92,4.13,6.62,1216.27,4.26,6.33,192.9,0,0,0,0,0,17.74,427.3
2020/1/14 19:10,987.56,9,283.17,1,57.15,11.49,6.57,4.92,4.15,6.65,1216.2,4.1,6.69,193.1,0,0,0,0,0,17.77,427
2020/1/14 19:20,987.51,8.92,283.1,1.03,57.58,11.43,6.58,4.85,4.16,6.67,1216.47,4.6,6.65,190.7,0,0,0,0,0,17.79,427.5
2020/1/14 19:30,987.39,8.84,283.03,1.08,58.09,11.37,6.6,4.76,4.17,6.69,1216.66,4.94,7.21,189.9,0,0,0,0,0,17.81,427.3
2020/1/14 19:40,987.43,8.79,282.97,1.09,58.34,11.33,6.61,4.72,4.17,6.69,1216.92,4.79,6.15,187.7,0,0,0,0,0,17.81,427.3
2020/1/14 19:50,987.46,8.73,282.91,1.06,58.46,11.28,6.6,4.69,4.17,6.68,1217.22,4.01,6.01,182.3,0,0,0,0,0,17.81,427.5
2020/1/14 20:00,987.55,8.69,282.86,1.07,58.67,11.25,6.6,4.65,4.17,6.69,1217.51,3.12,5.05,180.1,0,0,0,0,0,17.8,427.9
2020/1/14 20:10,987.51,8.68,282.85,1.07,58.68,11.25,6.6,4.65,4.17,6.68,1217.5,3.71,6.53,179.3,0,0,0,0,0,17.79,427.7
2020/1/14 20:20,987.38,8.88,283.07,1.07,57.92,11.4,6.6,4.8,4.17,6.69,1216.48,4.77,7.61,190.2,0,0,0,0,0,17.79,426.9
2020/1/14 20:30,987.4,8.97,283.16,1.13,57.81,11.47,6.63,4.84,4.19,6.72,1216.1,4.57,5.75,196.5,0,0,0,0,0,17.79,426.8
2020/1/14 20:40,987.31,9.23,283.42,1.18,57.02,11.67,6.66,5.02,4.2,6.74,1214.86,5.9,7.69,207.5,0,0,0,0,0,17.77,425.7
2020/1/14 20:50,987.17,9.43,283.64,1.25,56.51,11.83,6.69,5.15,4.22,6.77,1213.81,7.17,8.89,209,0,0,0,0,0,17.75,425.4
2020/1/14 21:00,987.21,9.57,283.77,1.32,56.29,11.94,6.72,5.22,4.25,6.81,1213.24,7.61,9.93,207.2,0,0,0,0,0,17.71,425.4
2020/1/14 21:10,987.19,9.61,283.81,1.36,56.3,11.98,6.74,5.23,4.26,6.83,1213.04,7.3,8.85,200.4,0,0,0,0,0,17.66,425.6
2020/1/14 21:20,987.29,9.68,283.88,1.42,56.28,12.03,6.77,5.26,4.28,6.86,1212.85,6.85,8.37,197.3,0,0,0,0,0,17.63,425.7
2020/1/14 21:30,987.35,9.73,283.92,1.46,56.24,12.07,6.79,5.28,4.29,6.88,1212.7,7.12,9.57,197.3,0,0,0,0,0,17.62,425.7
2020/1/14 21:40,987.22,9.77,283.97,1.52,56.35,12.11,6.82,5.28,4.31,6.91,1212.35,7.17,9.73,198.6,0,0,0,0,0,17.63,425.6
2020/1/14 21:50,987.07,9.85,284.07,1.64,56.5,12.17,6.88,5.29,4.34,6.97,1211.8,7.73,11.3,192.9,0,0,0,0,0,17.63,425.1
2020/1/14 22:00,987.16,9.85,284.06,1.7,56.77,12.17,6.91,5.26,4.37,7,1211.89,7.04,11.38,190.9,0,0,0,0,0,17.64,425
2020/1/14 22:10,987.31,9.93,284.13,1.79,56.82,12.24,6.95,5.28,4.39,7.04,1211.71,6.35,9.53,195.7,0,0,0,0,0,17.65,424.7
2020/1/14 22:20,987.42,9.92,284.11,1.78,56.82,12.23,6.95,5.28,4.39,7.04,1211.9,5.17,8.09,189.9,0,0,0,0,0,17.67,424.8
2020/1/14 22:30,987.49,9.89,284.07,1.75,56.79,12.2,6.93,5.27,4.38,7.02,1212.12,5.08,8.45,188.1,0,0,0,0,0,17.7,424.7
2020/1/14 22:40,987.59,9.8,283.97,1.77,57.25,12.13,6.94,5.19,4.39,7.03,1212.62,4.2,5.93,177.7,0,0,0,0,0,17.75,424.6
2020/1/14 22:50,987.62,9.77,283.94,1.84,57.64,12.11,6.98,5.13,4.41,7.07,1212.77,3.68,5.73,179,0,0,0,0,0,17.8,424.5
2020/1/14 23:00,987.72,9.61,283.77,1.78,58.02,11.98,6.95,5.03,4.39,7.03,1213.59,3.42,4.89,175.4,0,0,0,0,0,17.86,425.3
2020/1/14 23:10,987.75,9.32,283.48,1.77,59.13,11.74,6.94,4.8,4.38,7.03,1214.88,3.45,4.85,176.5,0,0,0,0,0,17.92,425.6
2020/1/14 23:20,987.66,9.34,283.51,1.91,59.65,11.76,7.01,4.75,4.43,7.1,1214.65,4.32,5.85,176.5,0,0,0,0,0,17.97,425
2020/1/14 23:30,987.76,9.14,283.3,1.83,60.08,11.6,6.97,4.63,4.4,7.06,1215.65,4.49,5.93,173.4,0,0,0,0,0,18.01,425.6
2020/1/14 23:40,987.94,8.98,283.12,1.86,60.89,11.48,6.99,4.49,4.41,7.07,1216.56,3.4,5.53,174.9,0,0,0,0,0,18.02,425.9
2020/1/14 23:50,988.1,8.93,283.06,1.94,61.42,11.44,7.03,4.41,4.43,7.11,1216.95,2.96,4.45,182.3,0,0,0,0,0,18.02,426
2020/1/15 0:00,988.1,9.23,283.36,2.16,61.15,11.67,7.14,4.53,4.51,7.22,1215.61,4,5.77,191.8,0,0,0,0,0,18.02,425
2020/1/15 0:10,988.04,9.53,283.66,2.37,60.85,11.91,7.25,4.66,4.58,7.34,1214.19,4.88,6.53,193.6,0,0,0,0,0,18.02,426
2020/1/15 0:20,988.02,9.53,283.67,2.35,60.76,11.91,7.24,4.67,4.57,7.33,1214.17,4.48,5.85,185.9,0,0,0,0,0,18.02,425.8
2020/1/15 0:30,988.11,9.12,283.25,2.03,61.03,11.59,7.07,4.52,4.46,7.16,1216.12,4.06,5.49,179.8,0,0,0,0,0,18.02,426.3
2020/1/15 0:40,988.19,8.97,283.09,2,61.54,11.47,7.06,4.41,4.45,7.14,1216.88,3.76,5.61,178.7,0,0,0,0,0,18.01,426.1
2020/1/15 0:50,988.33,8.96,283.07,1.96,61.41,11.46,7.04,4.42,4.44,7.12,1217.1,2.68,4.69,177.4,0,0,0,0,0,18,426
2020/1/15 1:00,988.49,8.93,283.03,1.95,61.49,11.44,7.03,4.41,4.44,7.12,1217.43,1.97,3.77,175.6,0,0,0,0,0,18,426.2
2020/1/15 1:10,988.5,8.85,282.94,1.89,61.54,11.38,7,4.38,4.42,7.08,1217.8,1.66,3.32,180.7,0,0,0,0,0,18,426.4
2020/1/15 1:20,988.45,8.75,282.85,1.83,61.7,11.3,6.97,4.33,4.4,7.05,1218.19,1.8,4.17,180.1,0,0,0,0,0,18.02,426.9
2020/1/15 1:30,988.46,8.96,283.06,2.01,61.63,11.46,7.06,4.4,4.46,7.15,1217.25,2.31,5.05,178.8,0,0,0,0,0,18.05,425.3
2020/1/15 1:40,988.55,9.15,283.24,2.02,60.89,11.61,7.07,4.54,4.46,7.15,1216.54,2.43,3.49,174.3,0,0,0,0,0,18.08,425.6
2020/1/15 1:50,988.55,9.01,283.1,1.95,61.14,11.5,7.03,4.47,4.44,7.11,1217.16,2.96,4.17,179.3,0,0,0,0,0,18.11,425.8
2020/1/15 2:00,988.6,8.86,282.95,1.87,61.43,11.38,6.99,4.39,4.41,7.07,1217.89,3.23,5.05,183.8,0,0,0,0,0,18.13,426.6
2020/1/15 2:10,988.66,8.58,282.66,1.75,62.06,11.17,6.93,4.24,4.37,7.01,1219.2,4.11,6.11,179.5,0,0,0,0,0,18.14,427
2020/1/15 2:20,988.82,8.74,282.81,1.71,61.23,11.29,6.91,4.38,4.36,6.99,1218.71,4.13,5.81,181.2,0,0,0,0,0,18.14,426.6
2020/1/15 2:30,988.87,8.82,282.88,1.66,60.65,11.35,6.89,4.47,4.34,6.96,1218.44,3.96,6.09,179.5,0,0,0,0,0,18.1,426.6
2020/1/15 2:40,988.8,9.35,283.42,1.76,58.94,11.77,6.94,4.83,4.37,7.01,1216.05,4.06,6.33,185.5,0,0,0,0,0,18.05,425
2020/1/15 2:50,988.76,9.27,283.34,1.77,59.33,11.7,6.94,4.76,4.38,7.02,1216.34,3.79,5.37,178.6,0,0,0,0,0,18,425.6
2020/1/15 3:00,988.75,9.27,283.35,1.65,58.79,11.7,6.88,4.82,4.34,6.96,1216.36,4.04,5.17,173.2,0,0,0,0,0,17.97,425.2
2020/1/15 3:10,988.77,9.19,283.26,1.56,58.76,11.64,6.84,4.8,4.31,6.92,1216.74,3.27,4.79,177.5,0,0,0,0,0,17.96,425.9
2020/1/15 3:20,988.76,9.32,283.39,1.41,57.59,11.74,6.76,4.98,4.27,6.84,1216.21,3.61,4.89,177.7,0,0,0,0,0,17.98,425.3
2020/1/15 3:30,988.81,9.28,283.35,1.3,57.32,11.71,6.71,5,4.23,6.79,1216.47,2.56,3.99,180.8,0,0,0,0,0,18.01,426.2
2020/1/15 3:40,988.88,9.07,283.13,1.12,57.38,11.55,6.63,4.92,4.18,6.7,1217.5,2.56,5.09,175.3,0,0,0,0,0,18.05,427.1
2020/1/15 3:50,988.82,8.99,283.06,1.03,57.29,11.49,6.58,4.91,4.15,6.65,1217.79,2.86,4.37,172.2,0,0,0,0,0,18.1,427.7
2020/1/15 4:00,988.78,8.81,282.88,1.01,57.91,11.35,6.57,4.78,4.14,6.65,1218.52,2.65,3.91,179.4,0,0,0,0,0,18.15,428.4
2020/1/15 4:10,988.78,8.64,282.71,0.99,58.53,11.22,6.56,4.65,4.14,6.64,1219.26,2.13,3.57,190.5,0,0,0,0,0,18.18,428.7
2020/1/15 4:20,988.76,8.71,282.78,1,58.28,11.27,6.57,4.7,4.14,6.64,1218.93,1.9,2.92,179,0,0,0,0,0,18.21,428.2
2020/1/15 4:30,988.73,8.9,282.98,1.02,57.6,11.42,6.58,4.84,4.15,6.65,1218.07,1.61,3.12,194.1,0,0,0,0,0,18.24,428
2020/1/15 4:40,988.74,9.17,283.25,1.09,56.88,11.63,6.61,5.01,4.17,6.69,1216.9,1.99,3.12,180.3,0,0,0,0,0,18.27,427.1
2020/1/15 4:50,988.72,9.8,283.88,1.18,54.87,12.13,6.66,5.47,4.2,6.73,1214.15,2.79,5.65,181.9,0,0,0,0,0,18.31,424.7
2020/1/15 5:00,988.73,10.14,284.22,1.15,53.52,12.41,6.64,5.77,4.19,6.72,1212.71,3.25,5.21,196,0,0,0,0,0,18.37,424.4
2020/1/15 5:10,988.81,10.34,284.41,1.15,52.8,12.58,6.64,5.94,4.19,6.72,1211.95,3.86,5.77,199.7,0,0,0,0,0,18.43,424
2020/1/15 5:20,988.85,10.46,284.53,1.16,52.41,12.68,6.64,6.03,4.19,6.72,1211.49,3.71,7.59,205.2,0,0,0,0,0,18.5,423.9
2020/1/15 5:30,988.95,10.66,284.72,1.21,51.88,12.85,6.67,6.18,4.2,6.74,1210.74,5.57,8.05,208.7,0,0,0,0,0,18.57,422.9
2020/1/15 5:40,989,10.84,284.9,1.24,51.38,13,6.68,6.32,4.21,6.76,1210.03,5.77,9.45,211.3,0,0,0,0,0,18.63,422.5
2020/1/15 5:50,989.02,10.99,285.05,1.26,50.94,13.13,6.69,6.44,4.22,6.77,1209.41,7.11,10.65,214.5,0,0,0,0,0,18.68,421.9
2020/1/15 6:00,989.03,11.05,285.11,1.29,50.85,13.19,6.71,6.48,4.23,6.78,1209.16,6.14,8.83,211.5,0,0,0,0,0,18.72,421.9
2020/1/15 6:10,989.09,11.05,285.1,1.29,50.87,13.19,6.71,6.48,4.23,6.78,1209.24,5.95,8.85,207.8,0,0,0,0,0,18.75,422.1
2020/1/15 6:20,989.21,11.03,285.07,1.27,50.86,13.17,6.7,6.47,4.22,6.77,1209.47,7.17,10.69,211,0,0,0,0,0,18.79,422.3
2020/1/15 6:30,989.36,10.95,284.98,1.33,51.36,13.1,6.73,6.37,4.24,6.8,1209.98,7.12,9.57,213.1,0,0,0,0,0,18.82,422.5
2020/1/15 6:40,989.53,10.78,284.8,1.45,52.39,12.95,6.79,6.17,4.28,6.86,1210.89,5.84,8.13,215.3,0,0,0,0,0,18.84,422.9
2020/1/15 6:50,989.59,10.71,284.72,1.57,53.1,12.89,6.85,6.05,4.31,6.92,1211.23,5.24,8.57,214.7,0,0,0,0,0,18.86,422.7
2020/1/15 7:00,989.73,10.76,284.76,1.77,53.69,12.93,6.94,5.99,4.38,7.02,1211.15,4.13,6.97,227.8,0,0,0,0,0,18.88,422.2
2020/1/15 7:10,989.67,10.64,284.64,1.78,54.15,12.83,6.95,5.88,4.38,7.02,1211.58,4.11,7.11,221.4,0,0,0,0,0,18.91,422.4
2020/1/15 7:20,989.89,10.46,284.45,1.94,55.44,12.68,7.03,5.65,4.43,7.1,1212.58,3.53,4.81,209,0,0,0,0,0,18.94,423.4
2020/1/15 7:30,989.93,10.17,284.15,2.13,57.31,12.43,7.13,5.31,4.49,7.2,1213.83,4.28,7.01,197.2,0,0,0,0,0,18.97,426.2
2020/1/15 7:40,989.98,10.22,284.2,1.8,55.78,12.48,6.96,5.52,4.38,7.03,1213.75,5.08,7.97,196.6,0,0,0,0,0,19.01,424.6
2020/1/15 7:50,990.09,10.09,284.06,1.77,56.13,12.37,6.94,5.43,4.37,7.01,1214.45,4.16,5.25,205.5,0,0,0,0,0,19.02,425.1
2020/1/15 8:00,989.99,9.91,283.89,1.64,56.28,12.22,6.88,5.34,4.33,6.95,1215.13,4.54,5.97,194.6,0,0,0,1.54,2.51,19.03,426.7
2020/1/15 8:10,989.96,9.64,283.62,1.4,56.33,12,6.76,5.24,4.26,6.83,1216.31,4.23,5.71,195.3,0,0,0.6,4.44,6.95,19.02,427
2020/1/15 8:20,990.01,9.36,283.33,1.19,56.56,11.78,6.66,5.12,4.2,6.73,1217.63,3.23,4.53,197.2,0,0,3.62,11.97,16.22,18.99,428.1
2020/1/15 8:30,990.19,9.33,283.29,0.93,55.6,11.75,6.53,5.22,4.11,6.6,1218.04,3.79,5.55,198.3,0,0,6.24,19.69,23.55,18.93,427.2
2020/1/15 8:40,990.24,9.16,283.11,0.85,55.94,11.62,6.5,5.12,4.09,6.56,1218.85,4.25,5.93,187.8,0,0,9.26,28.96,34.36,18.87,428.1
2020/1/15 8:50,990.3,9,282.95,0.76,56.16,11.49,6.45,5.04,4.06,6.52,1219.63,3.92,5.41,183.7,0,0,12.68,39.96,45.17,18.8,428.5
2020/1/15 9:00,990.37,8.74,282.68,0.73,57.04,11.29,6.44,4.85,4.06,6.5,1220.85,3.12,4.61,184.5,0,0,16.3,50.97,56.56,18.71,429.2
2020/1/15 9:10,990.51,8.62,282.55,0.63,57.08,11.2,6.39,4.81,4.02,6.45,1221.57,3.12,4.17,183.9,0,0,21.93,65.83,76.83,18.61,429.5
2020/1/15 9:20,990.55,8.47,282.4,0.52,57.23,11.09,6.35,4.74,3.99,6.41,1222.29,2.71,4.09,193,0,0,39.24,99.23,176.06,18.52,429.8
2020/1/15 9:30,990.61,8.62,282.54,0.56,56.8,11.2,6.36,4.84,4,6.42,1221.7,2.05,2.6,191.1,0,0,98.99,193.05,208.3,18.44,429.6
2020/1/15 9:40,990.6,8.85,282.77,0.51,55.72,11.38,6.34,5.04,3.99,6.4,1220.71,2.95,4.61,184,0,0,120.12,230.89,249.81,18.4,429.9
2020/1/15 9:50,990.6,8.89,282.81,0.52,55.62,11.41,6.34,5.06,3.99,6.41,1220.53,2.98,4.41,187.6,0,0,141.25,272.39,294.4,18.46,430.6
2020/1/15 10:00,990.59,8.99,282.91,0.5,55.14,11.49,6.33,5.15,3.99,6.39,1220.09,3.25,4.33,187.7,0,0,149.5,294.4,326.83,18.59,430.6
2020/1/15 10:10,990.64,8.99,282.91,0.44,54.9,11.49,6.31,5.18,3.97,6.36,1220.17,3.53,4.97,193.7,0,0,159.96,320.46,375.68,18.77,429.6
2020/1/15 10:20,990.69,9.07,282.99,0.43,54.58,11.55,6.3,5.24,3.97,6.36,1219.88,3.62,4.77,192,0,0,191.55,375.48,406.37,18.97,429.2
2020/1/15 10:30,990.67,9.38,283.3,0.55,53.9,11.79,6.36,5.44,4,6.42,1218.49,2.82,4.33,183.7,0,0,226.16,436.29,461.58,19.16,429.4
2020/1/15 10:40,990.8,9.74,283.65,0.58,52.72,12.08,6.37,5.71,4.01,6.43,1217.1,3.66,5.39,176.1,0,0,250.1,478.76,522.97,19.37,428.7
2020/1/15 10:50,990.76,9.68,283.59,0.49,52.61,12.03,6.33,5.7,3.98,6.39,1217.33,4.1,5.37,174.5,0,0,164.19,329.92,499.42,19.61,428.3
2020/1/15 11:00,990.71,9.44,283.36,0.46,53.35,11.84,6.32,5.52,3.98,6.38,1218.3,3.75,5.65,178.9,0,0,133.6,273.74,380.89,19.85,428.2
2020/1/15 11:10,990.77,9.33,283.24,0.46,53.75,11.75,6.32,5.44,3.98,6.38,1218.85,4.1,5.23,173.3,0,0,146.28,298.84,478.76,20.03,428.2
2020/1/15 11:20,990.71,9.38,283.3,0.59,54.05,11.79,6.37,5.42,4.01,6.43,1218.54,3.54,5.01,175.5,0,0,183.3,373.94,616.22,20.1,428.6
2020/1/15 11:30,990.58,9.54,283.47,0.64,53.67,11.92,6.4,5.52,4.03,6.46,1217.67,3.36,4.97,176.3,0,0,202.82,411,616.02,20.11,428.1
2020/1/15 11:40,990.47,9.86,283.8,0.83,53.26,12.18,6.49,5.69,4.08,6.55,1216.12,3.11,4.21,179.4,0,0,329.58,640.15,684.56,20.1,428.4
2020/1/15 11:50,990.26,10.34,284.29,0.99,52.17,12.58,6.56,6.02,4.13,6.63,1213.77,3.3,4.45,180,0,0,361.57,695.75,715.25,20.13,427.9
2020/1/15 12:00,990.23,11.11,285.07,1.26,50.53,13.24,6.69,6.55,4.21,6.76,1210.39,4.2,8.73,188.4,0,0,375.45,720.66,726.64,20.23,426.1
2020/1/15 12:10,990.12,11.86,285.83,1.21,47.94,13.91,6.67,7.24,4.2,6.74,1207.07,6.31,9.05,202.3,0,0,370.42,711.97,723.36,20.39,422.6
